person_id,id,name,character,role
1333256,tm63032,Warren Tashjian,Freddie,ACTOR
1333258,tm63032,Kelly Roarke,Girl,ACTOR
1276810,tm63032,Herbie Flynn,Homeless Man,ACTOR
25855,tm63032,Caryl Lippman West,Medical Assistant #1,ACTOR
1274370,tm63032,Ken Rogerson,Pants at Ankles Guy,ACTOR
718885,tm63032,Brad Blank,Paramedic,ACTOR
3811,tm63032,Steve Sweeney,Police Officer,ACTOR
436587,tm63032,Cindy Oliver,Renise,ACTOR
1276163,tm63032,Will Coogan,Smokey,ACTOR
440583,tm63032,Steve Tyler,TV News Reporter,ACTOR
2500322,tm63032,Maureen Griffin,Wine Waitress,ACTOR
1333941,tm63032,Mariann Farrelly,Driving Range Sweetie,ACTOR
80206,tm63032,Jonathan Richman,Jonathan,ACTOR
793441,tm63032,Tommy Larkins,Drummer,ACTOR
15884,tm63032,Lenny Clarke,Fireman,ACTOR
13457,tm63032,Daniel Greene,Pizza House Man,ACTOR
627287,tm63032,Michael Budge,Joey Bishop Look-alike,ACTOR
1333972,tm63032,James Gifford,Jimmy,ACTOR
718770,tm63032,Sean Gildea,Prison Warden,ACTOR
13452,tm63032,Zen Gesner,Bartender,ACTOR
865389,tm63032,Jesse Farrelly,Dom's Kid,ACTOR
861209,tm63032,A.B. Cassidy,Dom's Kid,ACTOR
2500157,tm63032,Zack Lee,Mary's Little Friend,ACTOR
2500330,tm63032,Valerie Bruce,Nimrod's Cafe Patron,ACTOR
2500367,tm63032,Kelly O'Brien,Office Assistant,ACTOR
2500239,tm63032,Mike Charpentier,Hot Club Patron,ACTOR
2500302,tm63032,Peter Grundy,Hot Club Patron,ACTOR
2500082,tm63032,Michael 'The Cannon' Gannon,Hot Club Patron,ACTOR
2500061,tm63032,Peter Conway,Hot Club Patron,ACTOR
2500160,tm63032,Ann Conway,Hot Club Patron,ACTOR
2500360,tm63032,Susan O'Day,Hot Club Patron,ACTOR
1329724,tm63032,Heather Rosbeck,Hot Club Patron,ACTOR
2500069,tm63032,Jack Shields,Hot Club Barkeep,ACTOR
2500073,tm63032,Fallon Shields,Hot Club Barkeep,ACTOR
2500364,tm63032,Bob Grundy,Hot Club Barkeep,ACTOR
698754,tm63032,Nancy Farrelly,Boardroom Babe,ACTOR
718972,tm63032,Bill Beauchene,Insurance Spitballer,ACTOR
2500386,tm63032,Kathy Beauchene,Insurance Spitballer,ACTOR
2500243,tm63032,Manny Barrows,Insurance Spitballer,ACTOR
676047,tm63032,Max Murphy,Office Worker,ACTOR
2500290,tm63032,Sheila Mone,Office Worker,ACTOR
2500137,tm63032,Barbara O'Connor,Ashtray Babe,ACTOR
2500355,tm63032,Tim Sheehan,Camera Hog,ACTOR
2500167,tm63032,Richie Balsbaugh,Cigar Smoker,ACTOR
718910,tm63032,Jim Blake,Architect Partier,ACTOR
2500116,tm63032,Tim Robbie,Architect Partier,ACTOR
2500353,tm63032,Providence Wissel,Architect Partier,ACTOR
2500080,tm63032,Ruth Michelle Meyer,Architect Partier,ACTOR
2500097,tm63032,Billy Meyer,Architect Partier,ACTOR
2500208,tm63032,Brian McGlaughlin,Architect Partier,ACTOR
718817,tm63032,Brian Mone,Architect Partier,ACTOR
718887,tm63032,John Stroehman,Architect Partier,ACTOR
2500128,tm63032,Pete Anicelli,Architect Partier,ACTOR
2500338,tm63032,Duana Knight,Architect Babe,ACTOR
670343,tm63032,Kelley Schneider,Architect Babe,ACTOR
2500335,tm63032,Meda Thomas,Architect Babe,ACTOR
2500117,tm63032,Jeanie Flynn,Cuban Dancer,ACTOR
2500319,tm63032,Kevin Civale,Cuban Dancer,ACTOR
718800,tm63032,Tom Leasca,Cuban Dancer,ACTOR
57003,tm63032,Mercy Lopez,Cuban Dancer,ACTOR
2500231,tm63032,Michael Cheney,Cell Block Bitch,ACTOR
60072,tm63032,Scott Rosenberg,Jailbird,ACTOR
718967,tm63032,George Bedard,Jailbird,ACTOR
718892,tm63032,Terry Mullany,Jailbird,ACTOR
2500124,tm63032,Rick Coleman,Jailbird,ACTOR
1320608,tm63032,Michael Burke,Jailbird,ACTOR
91690,tm63032,Kris Meyer,Jailbird,ACTOR
2500365,tm63032,Emilio Diaz,Jailbird,ACTOR
718979,tm63032,Billy Smith,Jailbird,ACTOR
2500327,tm63032,Ed Nelson,Jailbird,ACTOR
2500135,tm63032,Brian Stuebe,Jailbird,ACTOR
2500051,tm63032,Don Daley,Jailbird,ACTOR
2500173,tm63032,Clem Franek,Strip Club Pervert,ACTOR
2500354,tm63032,Julia Hissom,Strip Club Pervert,ACTOR
627543,tm63032,James 'Sporty' Ahern,Strip Club Pervert,ACTOR
2500254,tm63032,Robin Gau,Strip Club Pervert,ACTOR
718983,tm63032,Paul Pelletier,Cordosa Gawker,ACTOR
2500267,tm63032,Monique Pelletier,Cordosa Gawker,ACTOR
26377,tm63032,Jon Mone,Comic Book Kid,ACTOR
2500269,tm63032,Nicholas Greenbury,Fish Hook Kid,ACTOR
2500171,tm63032,Andrew Greenbury,Fish Hook Kid,ACTOR
2500118,tm63032,Phil Rosenberg,Cell Block Masseuse,ACTOR
815709,tm63032,John-Eliot Jordan,Buttercup Singer,ACTOR
2500307,tm63032,John Adamonis,Buttercup Singer,ACTOR
2500259,tm63032,Kyle Adamonis,Buttercup Singer,ACTOR
2500232,tm63032,Neil Pomfret,Buttercup Singer,ACTOR
2500382,tm63032,Ruth Pomfret,Buttercup Singer,ACTOR
2500262,tm63032,Josh Miller,Buttercup Singer,ACTOR
1484929,tm63032,Richard Fitzpatrick,Businessman (uncredited),ACTOR
65966,tm63032,Deborah Smith Ford,Doctor (uncredited),ACTOR
2500172,tm63032,James Gaiero,Schoolboy (uncredited),ACTOR
2314034,tm63032,Paul Homza,Fight Fan (uncredited),ACTOR
84615,tm63032,Debbie Howard,Tourist (uncredited),ACTOR
3366,tm63032,Richard Jenkins,Psychiatrist (uncredited),ACTOR
2500236,tm63032,Don Julio,Jailbird (uncredited),ACTOR
1338834,tm63032,Rick Michaels,Restaurant Waiter (uncredited),ACTOR
886906,tm63032,Cord Newman,Extra (uncredited),ACTOR
2500358,tm63032,Al Quinn,Domino Player (uncredited),ACTOR
770470,tm63032,Jevon White,Business Man (uncredited),ACTOR
12047,tm63032,Harland Williams,Hitchhiker (uncredited),ACTOR
6342,tm63032,Bobby Farrelly,,DIRECTOR
6341,tm63032,Peter Farrelly,,DIRECTOR
6167,tm124262,Daniel Day-Lewis,Hawkeye,ACTOR
21889,tm124262,Madeleine Stowe,Cora,ACTOR
20785,tm124262,Jodhi May,Alice,ACTOR
20983,tm124262,Russell Means,Chingachgook,ACTOR
3087,tm124262,Wes Studi,Magua,ACTOR
11300,tm124262,Eric Schweig,Uncas,ACTOR
596391,tm124262,Steven Waddington,Heyward,ACTOR
21891,tm124262,Maurice Roëves,Colonel Munro,ACTOR
21892,tm124262,Patrice Chéreau,General Montcalm,ACTOR
21893,tm124262,Edward Blatchford,Jack Winthrop,ACTOR
21894,tm124262,Terry Kinney,John Cameron,ACTOR
21895,tm124262,Tracey Ellis,Alexandra Cameron,ACTOR
21896,tm124262,Justin M. Rice,James Cameron,ACTOR
21897,tm124262,Dennis Banks,Ongewasgone,ACTOR
3016,tm124262,Pete Postlethwaite,Captain Beams,ACTOR
4496,tm124262,Colm Meaney,Major Ambrose,ACTOR
1489933,tm124262,Mac Andrews,General Webb,ACTOR
11185,tm124262,Malcolm Storry,Phelps,ACTOR
589128,tm124262,David Schofield,Sergeant Major,ACTOR
1489985,tm124262,Eric D. Sandgren,Coureur De Bois,ACTOR
1490003,tm124262,Mark A. Baker,Colonial Man,ACTOR
6565,tm124262,Dylan Baker,Bougainville,ACTOR
33077,tm124262,Tim Hopper,Ian,ACTOR
362043,tm124262,Gregory Zaragoza,Abenaki Chief,ACTOR
1490006,tm124262,Scott Means,Abenaki Warrior,ACTOR
1489659,tm124262,William J. Bozic Jr.,French Artillery Officer,ACTOR
102921,tm124262,Patrick Fitzgerald,Webb's Adjutant,ACTOR
170221,tm124262,Mark Joy,Henri,ACTOR
1490013,tm124262,Steve Keator,Colonial Representative,ACTOR
1767420,tm124262,Don Tilley,Colonial #1,ACTOR
1490014,tm124262,Thomas E. Cummings,Colonial #2,ACTOR
1767523,tm124262,David Farrow,Guard,ACTOR
1490018,tm124262,Ethan James Fugate,French Sappeur,ACTOR
1489583,tm124262,F. Curtis Gaston,Soldier #1,ACTOR
1490017,tm124262,Eric A. Hurley,Soldier #2,ACTOR
4518,tm124262,Jared Harris,British Lieutenant,ACTOR
1489634,tm124262,Michael Flannery,Sentry,ACTOR
28523,tm124262,Tom McGowan,Rich Merchant,ACTOR
1489699,tm124262,Alice Papineau,Huron Woman,ACTOR
1490021,tm124262,Mark J. Maracle,Sharitarish,ACTOR
1489667,tm124262,Clark Heathcliffe,Regimental Sergeant Major,ACTOR
10893,tm124262,Sebastian Roché,Martin,ACTOR
1047035,tm124262,Joe Finnegan,Redcoat #2,ACTOR
1490049,tm124262,Sheila Adams Barnhill,Humming Woman,ACTOR
23025,tm124262,John Harrington Bland,British Soldier (uncredited),ACTOR
655172,tm124262,Bill Chemerka,Royal Artillerist (uncredited),ACTOR
213381,tm124262,Payton Dunham,Abenaki Warrior (uncredited),ACTOR
17596,tm124262,Benton Jennings,Scottish Officer (uncredited),ACTOR
1767853,tm124262,Trenton McDevitt,British Soldier (uncredited),ACTOR
438531,tm124262,Brent Ponder,French Soldier (uncredited),ACTOR
7883,tm124262,Michael Mann,,DIRECTOR
7238,tm123418,Michael Douglas,Det. Nick Curran,ACTOR
10440,tm123418,Sharon Stone,Catherine Tramell,ACTOR
10441,tm123418,George Dzundza,Gus Moran,ACTOR
10442,tm123418,Jeanne Tripplehorn,Dr. Beth Garner,ACTOR
10444,tm123418,Leilani Sarelle,Roxy,ACTOR
9789,tm123418,Denis Arndt,Lt. Philip Walker,ACTOR
10443,tm123418,Bruce A. Young,Andrews,ACTOR
10446,tm123418,Chelcie Ross,Capt. Talcott,ACTOR
10445,tm123418,Dorothy Malone,Hazel Dobkins,ACTOR
7041,tm123418,Wayne Knight,John Correli,ACTOR
10447,tm123418,Daniel von Bargen,Lt. Marty Nilsen,ACTOR
8133,tm123418,Stephen Tobolowsky,Dr. Lamott,ACTOR
10449,tm123418,Benjamin Mouton,Harrigan,ACTOR
10448,tm123418,Jack McGee,Sheriff,ACTOR
10450,tm123418,Bill Cable,Johnny Boz,ACTOR
10451,tm123418,Stephen Rowe,Internal Affairs Investigator,ACTOR
10452,tm123418,Mitch Pileggi,Internal Affairs Investigator,ACTOR
9150,tm123418,Mary Pat Gleason,Juvenile Officer,ACTOR
7389,tm123418,Freda Foh Shen,Berkeley Registrar,ACTOR
10453,tm123418,William Duff-Griffin,Dr. Myron,ACTOR
177,tm123418,James Rebhorn,Dr. McElwaine,ACTOR
10454,tm123418,David Wells,Polygraph Examiner,ACTOR
10457,tm123418,Mary Ann Rodgers,Nurse,ACTOR
10456,tm123418,Adilah Barnes,Nurse,ACTOR
10455,tm123418,Irene Olga López,Maid,ACTOR
10458,tm123418,Juanita Jennings,Receptionist,ACTOR
10459,tm123418,Craig C. Lewis,Bartender / Police Bar,ACTOR
10460,tm123418,Michael David Lally,Detective,ACTOR
10461,tm123418,Peter Appel,Detective,ACTOR
10462,tm123418,Michael Halton,Bartender / Country Western Bar,ACTOR
10463,tm123418,Keith McDaniel,Featured Dancer,ACTOR
10465,tm123418,Eric Poppick,Coroner's Guy,ACTOR
10464,tm123418,Ron Cacas,Policeman,ACTOR
10466,tm123418,Kayla Blake,Roxy's Friend,ACTOR
10467,tm123418,Bradford English,Campus Policeman,ACTOR
43863,tm123418,Ashlyn Gere,Body Double,ACTOR
324619,tm123418,Jeanne Basone,(unconfirmed),ACTOR
1451517,tm123418,Doreen Foo Croft,(unconfirmed),ACTOR
1451197,tm123418,Christa Connor,Disco Patron (uncredited),ACTOR
19924,tm123418,Anne Lockhart,Disco Patron (uncredited),ACTOR
1442362,tm123418,Patricia Anne Isgate-Hayward,Classmate,ACTOR
2426133,tm123418,Ken Liebenson,Doo Wah Riders,ACTOR
2426132,tm123418,Lindy Rasmusson,Doo Wah Riders,ACTOR
101825,tm123418,Byron Berline,Doo Wah Riders,ACTOR
2426232,tm123418,Eddie Dunbar,Doo Wah Riders,ACTOR
841863,tm123418,Tom McKibbin,Doo Wah Riders,ACTOR
519993,tm123418,Julia Bond,Hand Puppet Model,ACTOR
1689405,tm123418,Dave LaBrucherie,Driver (uncredited),ACTOR
116222,tm123418,Pui Fan Lee,Mrs. Rollins (uncredited),ACTOR
427611,tm123418,Andy Rolfes,Police Officer (uncredited),ACTOR
2426168,tm123418,Bob Sallese,Internal Affairs Detective (uncredited,ACTOR
720235,tm123418,Theodore Carl Soderberg,Disco Bartender (uncredited),ACTOR
433446,tm123418,Damon Stout,Disco Patron (uncredited),ACTOR
2425938,tm123418,Chase Watson,Disco Patron (uncredited),ACTOR
10468,tm123418,Paul Verhoeven,,DIRECTOR
21731,tm9428,Raúl Juliá,Gomez Addams,ACTOR
7233,tm9428,Anjelica Huston,Morticia Addams,ACTOR
5312,tm9428,Christopher Lloyd,Uncle Fester,ACTOR
9565,tm9428,Christina Ricci,Wednesday Addams,ACTOR
37303,tm9428,Carel Struycken,Lurch,ACTOR
14482,tm9428,Dan Hedaya,Tully Alford,ACTOR
24935,tm9428,Jimmy Workman,Pugsley Addams,ACTOR
17100,tm9428,Elizabeth Wilson,Abigail Craven / Dr. Greta Pinder-Schloss,ACTOR
20274,tm9428,Dana Ivey,Margaret Alford / Margaret Addams,ACTOR
18896,tm9428,Judith Malina,Grandma,ACTOR
31421,tm9428,Paul Benedict,Judge Womack,ACTOR
24934,tm9428,Christopher Hart,Thing,ACTOR
24936,tm9428,John Franklin,Cousin It,ACTOR
24937,tm9428,Tony Azito,Digit Addams,ACTOR
24939,tm9428,Mercedes McNab,Girl Scout,ACTOR
24938,tm9428,Douglas Brian Martin,Dexter Addams,ACTOR
468056,tm9428,Steven M. Martin,Donald Addams,ACTOR
758228,tm9428,Maureen Sue Levin,Flora Amor,ACTOR
758230,tm9428,Darlene Levin,Fauna Amor,ACTOR
486308,tm9428,Allegra Kent,Cousin Ophelia Addams,ACTOR
1232705,tm9428,Richard Korthaze,Slosh Addams,ACTOR
1462468,tm9428,Ryan Holihan,Lumpy Addams,ACTOR
42484,tm9428,Kate McGregor-Stewart,Employment Agent,ACTOR
175233,tm9428,Lela Ivey,Susan Firkins,ACTOR
7046,tm9428,Whit Hertford,Little Tully,ACTOR
1232664,tm9428,Patty Maloney,Lois Addams,ACTOR
1152560,tm9428,Victoria Hall,Swedish Blonde,ACTOR
1232676,tm9428,Jimmy Ross,Pre-Teen Gomez,ACTOR
1835864,tm9428,Ryan Anderson,Pre-Teen Fester,ACTOR
1232722,tm9428,Daniel Pikus,Teenage Gomez,ACTOR
1232724,tm9428,Michael Hittesdorf,Teenage Fester,ACTOR
295402,tm9428,Valerie C. Walker,Teenage Fauna,ACTOR
483802,tm9428,Joe Zimmerman,Long Arm Addams,ACTOR
480560,tm9428,Steve Welles,Fingers Addams,ACTOR
30488,tm9428,Eugene Jackson,One-Armed Bass Player,ACTOR
109408,tm9428,Richard Tanner,Snake Charmer,ACTOR
7272,tm9428,Marc Shaiman,Conductor,ACTOR
407262,tm9428,Jonathan Wee,Juggler,ACTOR
407261,tm9428,Owen Morse,Juggler,ACTOR
460673,tm9428,Sally Jessy Raphael,Herself,ACTOR
902046,tm9428,Benny Wills,Elf,ACTOR
2024068,tm9428,Lauren Walker,Teenage Flora,ACTOR
7639,tm9428,Barry Sonnenfeld,,DIRECTOR
1698,tm43808,Matt Damon,Tom Ripley,ACTOR
8258,tm43808,Gwyneth Paltrow,Marge Sherwood,ACTOR
4517,tm43808,Jude Law,Dickie Greenleaf,ACTOR
2859,tm43808,Cate Blanchett,Meredith Logue,ACTOR
1762,tm43808,Philip Seymour Hoffman,Freddie Miles,ACTOR
3383,tm43808,Jack Davenport,Peter Smith-Kingsley,ACTOR
177,tm43808,James Rebhorn,Herbert Greenleaf,ACTOR
17354,tm43808,Sergio Rubini,Inspector Roverini,ACTOR
9250,tm43808,Philip Baker Hall,Alvin MacCarron,ACTOR
3758,tm43808,Celia Weston,Aunt Joan,ACTOR
17355,tm43808,Fiorello,Fausto,ACTOR
17356,tm43808,Stefania Rocca,Silvana,ACTOR
17357,tm43808,Ivano Marescotti,Colonnello Verrecchia,ACTOR
17358,tm43808,Anna Longhi,Signora Buffi,ACTOR
17359,tm43808,Alessandro Fabrizi,Sergeant Baggio,ACTOR
17360,tm43808,Lisa Eichhorn,Emily Greenleaf,ACTOR
17361,tm43808,Gretchen Egolf,Fran,ACTOR
6652,tm43808,Jack Willis,Greenleaf Chaffeur,ACTOR
17362,tm43808,Frederick Alexander Bosche,Fran's Boyfriend,ACTOR
17363,tm43808,Dario Bergesio,Police Officer,ACTOR
17364,tm43808,Larry Kaplan,Uncle Ted,ACTOR
17365,tm43808,Claire Hardwick,Gucci Assistant,ACTOR
17366,tm43808,Antonio Prester,American Express Clerk,ACTOR
17367,tm43808,Lorenzo Mancuso,Bus Driver,ACTOR
17368,tm43808,Onofrio Mancuso,Priest,ACTOR
17369,tm43808,Massimo Reale,Immigration Officer,ACTOR
17370,tm43808,Emanuele Carucci Viterbi,American Express Clerk,ACTOR
17371,tm43808,Caterina Deregibus,Dahlia,ACTOR
17372,tm43808,Silvana Bosi,Ermelinda,ACTOR
17373,tm43808,Gianfranco Barra,Desk Manager Aldo,ACTOR
17374,tm43808,Renato Scarpa,Tailor,ACTOR
17375,tm43808,Deirdre Lovejoy,Fighting Neighbor,ACTOR
10430,tm43808,Brian Tarantina,Fighting Neighbor,ACTOR
17376,tm43808,Guy Barker,Trumpet (Napoli Jazz Septet),ACTOR
17377,tm43808,Bernardo Sassetti,Piano (Napoli Jazz Septet),ACTOR
17378,tm43808,Perico Sambeat,Alto Sax (Napoli Jazz Septet),ACTOR
17379,tm43808,Gene Calderazzo,Drums (Napoli Jazz Septet) mer,ACTOR
17380,tm43808,Joseph Lepore,Double Bass (Napoli Jazz Septet),ACTOR
17381,tm43808,Rosario Giuliuni,Tenor Sax (Napoli Jazz Septet),ACTOR
17382,tm43808,Eddy Palerno,Electric Guitar (Napoli Jazz Septet),ACTOR
17383,tm43808,Byron Wallen,Cornet (San Remo Jazz Sextet),ACTOR
17384,tm43808,Pete King,Alto Sax (San Remo Jazz Sextet),ACTOR
17385,tm43808,Clark Tracey,Drums (San Remo Jazz Sextet),ACTOR
17386,tm43808,Jean Toussaint,Tenor Sax (San Remo Jazz Sextet),ACTOR
17387,tm43808,Geoff Gascoyne,Bass (San Remo Jazz Sextet),ACTOR
17388,tm43808,Carlo Negroni,Piano (San Remo Jazz Sextet),ACTOR
17389,tm43808,Beppe Fiorello,Silvana's Fiancé,ACTOR
605422,tm43808,Marco Quaglia,Silvana's Brother,ACTOR
17391,tm43808,Alessandra Vanzi,Silvana's Mother,ACTOR
17392,tm43808,Marco Rossi,Photographer,ACTOR
17393,tm43808,Roberto Valentini,Onegin (Eugene Onegin Player),ACTOR
17395,tm43808,Francesco Bovino,Lensky (Eugene Onegin Player),ACTOR
17394,tm43808,Stefano Canettieri,Zaretsky (Eugene Onegin Player),ACTOR
17396,tm43808,Marco Foti,Guillot (Eugene Onegin Player),ACTOR
17397,tm43808,Ludovica Tinghi,Fausto's Fiancée,ACTOR
17398,tm43808,Nicola Pannelli,Dinelli's Cafe Waiter,ACTOR
17399,tm43808,Paolo Calabresi,Customs Officer,ACTOR
21,tm43808,Pietro Ragusa,Record Store Owner,ACTOR
17400,tm43808,Simone Empler,Boy Singer,ACTOR
17401,tm43808,Gianluca Secci,Policeman,ACTOR
17402,tm43808,Manuel Ruffini,Policeman,ACTOR
670654,tm43808,Pierpaolo Lovino,Policeman,ACTOR
17404,tm43808,Roberto Di Palma,San Remo Hotel Desk Clerk,ACTOR
77487,tm43808,Dominic Fumusa,Italian Boy in Rome (uncredited),ACTOR
15245,tm43808,Anthony Minghella,,DIRECTOR
5841,tm125142,Brendan Fraser,David Greene,ACTOR
1698,tm125142,Matt Damon,Charlie Dillon,ACTOR
14836,tm125142,Chris O'Donnell,Chris Reece,ACTOR
6761,tm125142,Randall Batinkoff,Rip Van Kelt,ACTOR
11977,tm125142,Ben Affleck,Chesty Smith,ACTOR
21598,tm125142,Amy Locane,Sally Wheeler,ACTOR
8731,tm125142,Cole Hauser,Jack Connors,ACTOR
11975,tm125142,Anthony Rapp,Richard 'McGoo' Collins,ACTOR
6366,tm125142,Zeljko Ivanek,Mr. Cleary,ACTOR
14014,tm125142,Kevin Tighe,Coach McDevitt,ACTOR
14361,tm125142,Ed Lauter,Alan Greene,ACTOR
37860,tm125142,Peter Donat,Headmaster Dr. Bartram,ACTOR
23002,tm125142,John Cunningham,Mr. Grayson,ACTOR
44401,tm125142,John Speredakos,Kocus,ACTOR
49756,tm125142,Andrew Lowery,"""Mack"" McGivern",ACTOR
31484,tm125142,Robert Mandel,,DIRECTOR
12462,tm106239,Richard Gere,Martin Vail,ACTOR
8784,tm106239,Laura Linney,Janet Venable,ACTOR
18531,tm106239,John Mahoney,John Shaughnessy,ACTOR
16934,tm106239,Alfre Woodard,Judge Miriam Shoat,ACTOR
2275,tm106239,Frances McDormand,Molly Arrington,ACTOR
2540,tm106239,Edward Norton,Aaron Stampler,ACTOR
9543,tm106239,Terry O'Quinn,Bud Yancy,ACTOR
9244,tm106239,Andre Braugher,Tommy Goodman,ACTOR
34986,tm106239,Steven Bauer,Joey Pinero,ACTOR
5871,tm106239,Joe Spano,Abel Stenner,ACTOR
23061,tm106239,Tony Plana,Martinez,ACTOR
20411,tm106239,Stanley Anderson,Richard Rushman,ACTOR
15809,tm106239,Maura Tierney,Naomi Chance,ACTOR
11552,tm106239,Jon Seda,Alex,ACTOR
73829,tm106239,Reg Rogers,Jack Connerman,ACTOR
86573,tm106239,Kenneth Tigar,Weil,ACTOR
10788,tm106239,Lester Holt,WBBM Anchor,ACTOR
135286,tm106239,Azalea Davila,Linda Forbes,ACTOR
6798,tm106239,Wendy Cutler,Lou,ACTOR
1489173,tm106239,Linda Yu,WLS Anchor,ACTOR
433880,tm106239,Mary Ann Childers,WBBM Anchor,ACTOR
54641,tm106239,Greg Bronson,Banquet Patron (uncredited),ACTOR
15116,tm106239,Gregory Hoblit,,DIRECTOR
1225,tm192135,Harrison Ford,President James Marshall,ACTOR
3269,tm192135,Gary Oldman,Ivan Korshunov,ACTOR
20488,tm192135,Glenn Close,Vice President Kathryn Bennett,ACTOR
2574,tm192135,Wendy Crewson,Grace Marshall,ACTOR
73830,tm192135,Liesel Matthews,Alice Marshall,ACTOR
3361,tm192135,Paul Guilfoyle,Chief of Staff Lloyd 'Shep' Shepherd,ACTOR
5873,tm192135,Xander Berkeley,Secret Service Agent Gibbs,ACTOR
2568,tm192135,William H. Macy,Major Caldwell,ACTOR
16306,tm192135,Dean Stockwell,Defense Secretary Walter Dean,ACTOR
10483,tm192135,Tom Everett,National Security Advisor Jack Doherty,ACTOR
6387,tm192135,Jürgen Prochnow,General Ivan Radek,ACTOR
80933,tm192135,Donna Bullock,Deputy Press Secretary Melanie Mitchel,ACTOR
89684,tm192135,Michael Ray Miller,Colonel Axelrod,ACTOR
89685,tm192135,Carl Weintraub,Lt. Colonel Ingraham,ACTOR
76886,tm192135,Elester Latham,AFO Navigator,ACTOR
6573,tm192135,Elya Baskin,Andrei Kolchak,ACTOR
4739,tm192135,Levan Uchaneishvili,Sergei Lenski,ACTOR
24166,tm192135,David Vadim,Igor Nevsky,ACTOR
8062,tm192135,Andrew Divoff,Boris Bazylev,ACTOR
8067,tm192135,Ilia Volok,Vladimir Krasin,ACTOR
89686,tm192135,Chris Howell,Major Perkins,ACTOR
7881,tm192135,Spencer Garrett,White House Aide Thomas Lee,ACTOR
3829,tm192135,Bill Smitrovich,General Northwood,ACTOR
9250,tm192135,Philip Baker Hall,U.S. Attorney General Ward,ACTOR
987052,tm192135,Albert Owens,'Football' Colonel,ACTOR
178097,tm192135,Willard E. Pugh,White House Comm. Officer,ACTOR
15015,tm192135,Michael Monks,Assistant Press Secretary,ACTOR
723213,tm192135,Alan Woolf,Russian President Petrov,ACTOR
1159428,tm192135,Messiri Freeman,Future Postmaster General,ACTOR
718516,tm192135,Thomas Crawford,Steward Mike,ACTOR
94034,tm192135,Fenton Lawless,Steward Joey,ACTOR
18772,tm192135,Dan Shor,Notre Dame Aide,ACTOR
60207,tm192135,David Gianopoulos,Agent Johnson,ACTOR
9173,tm192135,Glenn Morshower,Agent Walters,ACTOR
705764,tm192135,Richard Doyle,A.F.O. Back-up Pilot,ACTOR
2385,tm192135,Don McManus,F-15 Leader Colonel Carlton,ACTOR
1895804,tm192135,Duke Miglin,F-15 'Halo 2' Fighter Pilot,ACTOR
7525,tm192135,Pasha D. Lychnikoff,Prison Guard #1 (as Pavel D. Lychnikoff),ACTOR
19024,tm192135,Oleg Taktarov,Prison Guard #2,ACTOR
80163,tm192135,Mario Roberts,Secret Service Agent #1,ACTOR
39048,tm192135,Keith Woulard,Secret Service Agent #2,ACTOR
80286,tm192135,J. Mark Donaldson,Secret Service Agent #3,ACTOR
81885,tm192135,Bruce Holman,Secret Service Agent #4,ACTOR
2975,tm192135,Brian Libby,Chief Mechanic,ACTOR
105598,tm192135,Diana Bellamy,Switchboard Operator,ACTOR
5879,tm192135,Thom Barry,Ramstein S.O.F. Watch Officer,ACTOR
952221,tm192135,Harry Hutchinson,Ramstein Airbase Controller,ACTOR
40888,tm192135,E.E. Bell,Reporter #1,ACTOR
365648,tm192135,Mark Thompson,Reporter #2,ACTOR
3785,tm192135,Alex Veadov,MiG Pilot,ACTOR
1895760,tm192135,Marciarose Shestack,Reporter #3,ACTOR
78216,tm192135,Boris Lee Krutonog,MiG Leader,ACTOR
813508,tm192135,Ren Hanami,Reporter #4,ACTOR
3061,tm192135,Titus Welliver,Military Officer in White House Situation Room (uncredited),ACTOR
8419,tm192135,Timothy Carhart,Secret Service Agent at Checkpoint (uncredited),ACTOR
19059,tm192135,Gwendoline Yeo,FBI Agent (uncredited),ACTOR
11847,tm192135,Wolfgang Petersen,,DIRECTOR
12949,tm42404,Jamie Lee Curtis,Laurie Strode / Keri Tate,ACTOR
996,tm42404,Josh Hartnett,John Tate,ACTOR
73280,tm42404,Adam Arkin,Will Brennan,ACTOR
3287,tm42404,Michelle Williams,Molly Cartwell,ACTOR
17992,tm42404,Adam Hann-Byrd,Charles 'Charlie' Deveraux,ACTOR
21334,tm42404,Jodi Lyn O'Keefe,Sarah Wainthrope,ACTOR
9783,tm42404,LL Cool J,Ronald 'Ronny' Jones,ACTOR
51935,tm42404,Janet Leigh,Norma Watson,ACTOR
3010,tm42404,Joseph Gordon-Levitt,Jimmy Howell,ACTOR
96418,tm42404,Branden Williams,Tony Allegre,ACTOR
2947,tm42404,Matt Winston,Detective Matt Sampson,ACTOR
7946,tm42404,Beau Billingslea,Detective 'Fitz' Fitzsimmons,ACTOR
96420,tm42404,Larisa Miller,Claudia,ACTOR
96421,tm42404,Emmalee Thompson,Casey,ACTOR
29192,tm42404,John Cassini,Cop #1,ACTOR
636449,tm42404,Jody Wood,Cop #2,ACTOR
1370251,tm42404,Chris Durand,Michael Myers,ACTOR
48,tm42404,Tom Kane,Dr. Sam Loomis (Voice),ACTOR
12956,tm42404,Nancy Stephens,Marion Chambers,ACTOR
23391,tm42404,LisaGay Hamilton,Shirl (voice),ACTOR
36361,tm42404,Steve Miner,School Financial Advisor,ACTOR
36361,tm42404,Steve Miner,,DIRECTOR
1759,tm107903,Woody Harrelson,Roy Munson,ACTOR
